2025-08-20 08:12:10 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 08:12:11 | INFO     | rexus.inventario.model | Submódulos especializados cargados
2025-08-20 08:12:13 | INFO     | rexus.vidrios.model | Sistema unificado de sanitización cargado
2025-08-20 08:54:44 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 08:54:44 | INFO     | rexus.inventario.model | Submódulos especializados cargados
2025-08-20 08:54:52 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 08:54:52 | INFO     | rexus.inventario.model | Submódulos especializados cargados
2025-08-20 08:54:53 | INFO     | rexus.vidrios.model | Sistema unificado de sanitización cargado
2025-08-20 21:27:09 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 21:27:09 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:09 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:09 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:09 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:09 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:09 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:27:10 | INFO     | rexus.core.database | Intentando conectar a la base de datos
2025-08-20 21:27:10 | INFO     | rexus.core.database | Servidor: ITACHI\SQLEXPRESS
2025-08-20 21:27:10 | INFO     | rexus.core.database | Base de datos: auditoria
2025-08-20 21:27:10 | INFO     | rexus.core.database | Driver: ODBC Driver 17 for SQL Server
2025-08-20 21:27:10 | INFO     | rexus.core.database | Usuario: sa
2025-08-20 21:27:10 | DEBUG    | rexus.core.database | String de conexión: DRIVER={ODBC Driver 17 for SQL Server};SERVER=ITACHI\SQLEXPRESS;DATABASE=auditoria;UID=sa;PWD=******;TrustServerCertificate=yes;
2025-08-20 21:27:10 | INFO     | rexus.core.database | Conexión exitosa OK
2025-08-20 21:30:17 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 21:31:40 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:31:40 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: configuracion.count_all_configs desde D:\martin\Rexus.app\sql\configuracion\count_all_configs.sql
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error cargando configuración inicial: 'Mock' object is not subscriptable - usando archivo
2025-08-20 21:31:40 | ERROR    | rexus.configuracion.model | Error verificando tablas: 'NoneType' object has no attribute 'cursor' - usando configuración de archivos
2025-08-20 21:33:57 | INFO     | rexus           | Sistema de logging Rexus inicializado
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | Submódulos especializados cargados
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | Utilidades de seguridad cargadas
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | SQL script loader disponible
2025-08-20 21:33:57 | INFO     | rexus.modules.inventario.submodules.base_utilities | Utilidades de seguridad cargadas en BaseUtilities
2025-08-20 21:33:57 | INFO     | rexus.modules.inventario.submodules.base_utilities | Utilidades de seguridad cargadas en BaseUtilities
2025-08-20 21:33:57 | INFO     | rexus.modules.inventario.submodules.base_utilities | Utilidades de seguridad cargadas en BaseUtilities
2025-08-20 21:33:57 | INFO     | rexus.modules.inventario.submodules.base_utilities | Utilidades de seguridad cargadas en BaseUtilities
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | Managers especializados inicializados
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | ConsultasManager inicializado
2025-08-20 21:33:57 | DEBUG    | rexus.utils.sql_query_manager | [SQL_MANAGER] Consulta cargada: inventario.verificar_tabla_existe desde D:\martin\Rexus.app\sql\inventario\verificar_tabla_existe.sql
2025-08-20 21:33:57 | ERROR    | rexus.inventario.model | [INVENTARIO] Tabla principal 'inventario_perfiles' verificada correctamente.
2025-08-20 21:33:57 | INFO     | rexus.inventario.model | Tabla 'historial' verificada correctamente
